bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
224250,126221,text,5049,text/html,Introduced,https://legiscan.com/MI/text/HB4001/id/126221,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4001.htm
224251,125776,text,85430,text/html,Introduced,https://legiscan.com/MI/text/HB4002/id/125776,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4002.htm
224252,125359,text,34639,text/html,Introduced,https://legiscan.com/MI/text/HB4003/id/125359,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4003.htm
224252,326524,text,34631,text/html,Engrossed,https://legiscan.com/MI/text/HB4003/id/326524,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4003.htm
224252,668999,text,143074,text/html,Engrossed,https://legiscan.com/MI/text/HB4003/id/668999,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBS-4003.htm
224252,669270,text,32641,text/html,Enrolled,https://legiscan.com/MI/text/HB4003/id/669270,http://www.legislature.mi.gov/documents/2011-2012/billenrolled/House/htm/2011-HNB-4003.htm
224252,669344,text,32993,text/html,Chaptered,https://legiscan.com/MI/text/HB4003/id/669344,http://www.legislature.mi.gov/documents/2011-2012/publicact/htm/2012-PA-0349.htm
224253,125511,text,59625,text/html,Introduced,https://legiscan.com/MI/text/HB4004/id/125511,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4004.htm
224253,187230,text,58215,text/html,Engrossed,https://legiscan.com/MI/text/HB4004/id/187230,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4004.htm
224253,285415,text,58210,text/html,Engrossed,https://legiscan.com/MI/text/HB4004/id/285415,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBS-4004.htm
224253,285416,text,14693,text/html,Enrolled,https://legiscan.com/MI/text/HB4004/id/285416,http://www.legislature.mi.gov/documents/2011-2012/billenrolled/House/htm/2011-HNB-4004.htm
224253,293812,text,15014,text/html,Chaptered,https://legiscan.com/MI/text/HB4004/id/293812,http://www.legislature.mi.gov/documents/2011-2012/publicact/htm/2011-PA-0029.htm
224254,126459,text,24135,text/html,Introduced,https://legiscan.com/MI/text/HB4005/id/126459,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4005.htm
224254,354264,text,24162,text/html,Engrossed,https://legiscan.com/MI/text/HB4005/id/354264,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4005.htm
224254,355874,text,54206,text/html,Engrossed,https://legiscan.com/MI/text/HB4005/id/355874,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBS-4005.htm
224254,356769,text,15819,text/html,Enrolled,https://legiscan.com/MI/text/HB4005/id/356769,http://www.legislature.mi.gov/documents/2011-2012/billenrolled/House/htm/2011-HNB-4005.htm
224254,359166,text,16161,text/html,Chaptered,https://legiscan.com/MI/text/HB4005/id/359166,http://www.legislature.mi.gov/documents/2011-2012/publicact/htm/2011-PA-0233.htm
224255,126799,text,42876,text/html,Introduced,https://legiscan.com/MI/text/HB4006/id/126799,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4006.htm
224255,355100,text,42903,text/html,Engrossed,https://legiscan.com/MI/text/HB4006/id/355100,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4006.htm
224256,126908,text,28189,text/html,Introduced,https://legiscan.com/MI/text/HB4007/id/126908,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4007.htm
224257,127594,text,12171,text/html,Introduced,https://legiscan.com/MI/text/HB4008/id/127594,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4008.htm
224258,126002,text,10926,text/html,Introduced,https://legiscan.com/MI/text/HB4009/id/126002,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4009.htm
224259,127360,text,16117,text/html,Introduced,https://legiscan.com/MI/text/HB4010/id/127360,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4010.htm
224260,106844,text,16477,text/html,Introduced,https://legiscan.com/MI/text/HB4011/id/106844,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4011.htm
224261,108379,text,7134,text/html,Introduced,https://legiscan.com/MI/text/HB4012/id/108379,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4012.htm
224262,106184,text,30990,text/html,Introduced,https://legiscan.com/MI/text/HB4013/id/106184,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4013.htm
224262,226197,text,33266,text/html,Engrossed,https://legiscan.com/MI/text/HB4013/id/226197,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4013.htm
224263,107512,text,133757,text/html,Introduced,https://legiscan.com/MI/text/HB4014/id/107512,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4014.htm
224264,106488,text,7144,text/html,Introduced,https://legiscan.com/MI/text/HB4015/id/106488,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4015.htm
224265,107780,text,26650,text/html,Introduced,https://legiscan.com/MI/text/HB4016/id/107780,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4016.htm
224265,337015,text,19290,text/html,Engrossed,https://legiscan.com/MI/text/HB4016/id/337015,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBH-4016.htm
