roll_call_id,people_id,vote,vote_desc
782278,2851,1,Yea
782278,17062,1,Yea
782278,17065,1,Yea
782278,17066,1,Yea
782278,17067,1,Yea
782278,17072,1,Yea
782278,17073,1,Yea
782278,17075,1,Yea
782278,17076,1,Yea
782278,17077,1,Yea
782278,17078,1,Yea
782278,17079,1,Yea
782278,17080,1,Yea
782278,17081,1,Yea
782278,17082,1,Yea
782278,17086,1,Yea
782278,17087,1,Yea
782278,17088,1,Yea
782278,17092,1,Yea
782278,17095,1,Yea
782278,17096,1,Yea
782278,17097,1,Yea
782278,17310,1,Yea
782278,17923,1,Yea
782278,17924,1,Yea
782278,17925,1,Yea
782278,18737,1,Yea
782278,18738,1,Yea
782278,18739,1,Yea
782278,18740,1,Yea
782278,18741,1,Yea
782278,18742,1,Yea
782278,18743,1,Yea
782278,18744,1,Yea
782278,18745,1,Yea
782278,18746,1,Yea
782278,18747,1,Yea
782278,18748,1,Yea
782278,18749,1,Yea
782278,18750,1,Yea
782278,18751,1,Yea
782278,18752,1,Yea
782278,18753,1,Yea
782278,18755,1,Yea
782278,18756,1,Yea
782278,18757,1,Yea
782278,18758,1,Yea
782278,18760,1,Yea
782278,18761,1,Yea
782278,18762,1,Yea
782278,18763,1,Yea
782278,18764,1,Yea
782278,18765,1,Yea
782278,18766,1,Yea
782278,18768,1,Yea
782278,18769,1,Yea
782278,18770,1,Yea
782278,19008,1,Yea
782278,19119,1,Yea
782278,19137,1,Yea
782278,19138,1,Yea
782278,19142,1,Yea
782278,19212,1,Yea
782278,19450,1,Yea
782278,19451,1,Yea
782278,19699,1,Yea
782278,20365,1,Yea
782278,20366,1,Yea
782278,20367,1,Yea
782278,20368,1,Yea
782278,20369,1,Yea
782278,20419,1,Yea
782278,20642,1,Yea
782278,20643,1,Yea
782278,20644,1,Yea
782278,20645,1,Yea
782278,20646,1,Yea
782278,20647,1,Yea
782278,20648,1,Yea
782278,20649,1,Yea
782278,20650,1,Yea
782278,20651,1,Yea
782278,20652,1,Yea
782278,20653,1,Yea
782278,20654,1,Yea
782278,20655,1,Yea
782278,20656,1,Yea
782278,20657,1,Yea
782278,20658,1,Yea
782278,20659,1,Yea
782278,20660,1,Yea
782278,20661,1,Yea
782278,20662,1,Yea
782278,20663,1,Yea
782278,20664,1,Yea
782278,20665,1,Yea
782278,20666,1,Yea
782278,20667,1,Yea
782278,20668,1,Yea
782278,20669,1,Yea
782278,20670,1,Yea
782278,20671,1,Yea
782278,20672,1,Yea
782278,20673,1,Yea
782278,20674,1,Yea
782278,20675,1,Yea
782278,20676,1,Yea
782278,21256,1,Yea
782278,21281,1,Yea
782278,21323,1,Yea
782279,2851,1,Yea
782279,17062,1,Yea
782279,17065,1,Yea
782279,17066,1,Yea
782279,17067,1,Yea
782279,17072,1,Yea
782279,17073,1,Yea
782279,17075,1,Yea
782279,17076,1,Yea
782279,17077,1,Yea
782279,17078,1,Yea
782279,17079,1,Yea
782279,17080,1,Yea
782279,17081,1,Yea
782279,17082,1,Yea
782279,17086,1,Yea
782279,17087,1,Yea
782279,17088,1,Yea
782279,17092,1,Yea
782279,17095,1,Yea
782279,17096,1,Yea
782279,17097,1,Yea
782279,17310,1,Yea
782279,17923,1,Yea
782279,17924,1,Yea
782279,17925,1,Yea
782279,18737,1,Yea
782279,18738,1,Yea
782279,18739,1,Yea
782279,18740,1,Yea
782279,18741,1,Yea
782279,18742,1,Yea
782279,18743,1,Yea
782279,18744,1,Yea
782279,18745,1,Yea
782279,18746,1,Yea
782279,18747,1,Yea
782279,18748,1,Yea
782279,18749,1,Yea
782279,18750,1,Yea
782279,18751,1,Yea
782279,18752,1,Yea
782279,18753,1,Yea
782279,18755,1,Yea
782279,18756,1,Yea
782279,18757,1,Yea
782279,18758,1,Yea
782279,18760,1,Yea
782279,18761,1,Yea
782279,18762,1,Yea
782279,18763,1,Yea
782279,18764,1,Yea
782279,18765,1,Yea
782279,18766,1,Yea
782279,18768,1,Yea
782279,18769,1,Yea
782279,18770,1,Yea
782279,19008,1,Yea
782279,19119,1,Yea
782279,19137,1,Yea
782279,19138,1,Yea
782279,19142,1,Yea
782279,19212,1,Yea
782279,19450,1,Yea
782279,19451,1,Yea
782279,19699,1,Yea
782279,20365,1,Yea
782279,20366,1,Yea
782279,20367,1,Yea
782279,20368,1,Yea
782279,20369,1,Yea
782279,20419,1,Yea
782279,20642,1,Yea
782279,20643,1,Yea
782279,20644,1,Yea
782279,20645,1,Yea
782279,20646,1,Yea
782279,20647,1,Yea
782279,20648,1,Yea
782279,20649,1,Yea
782279,20650,1,Yea
782279,20651,1,Yea
782279,20652,1,Yea
782279,20653,1,Yea
782279,20654,1,Yea
782279,20655,1,Yea
782279,20656,1,Yea
782279,20657,1,Yea
782279,20658,1,Yea
782279,20659,1,Yea
782279,20660,1,Yea
782279,20661,1,Yea
782279,20662,1,Yea
782279,20663,1,Yea
782279,20664,1,Yea
782279,20665,1,Yea
782279,20666,1,Yea
782279,20667,1,Yea
782279,20668,1,Yea
782279,20669,1,Yea
782279,20670,1,Yea
782279,20671,1,Yea
782279,20672,1,Yea
782279,20673,1,Yea
782279,20674,1,Yea
782279,20675,1,Yea
782279,20676,1,Yea
782279,21256,1,Yea
782279,21281,1,Yea
782279,21323,1,Yea
820371,17067,1,Yea
820371,17075,1,Yea
820371,17092,1,Yea
820371,18756,1,Yea
820371,18761,1,Yea
821515,17067,1,Yea
821515,17075,1,Yea
821515,17092,1,Yea
821515,18756,1,Yea
821515,18761,1,Yea
825215,2851,1,Yea
825215,17062,1,Yea
825215,17065,1,Yea
825215,17066,1,Yea
825215,17067,1,Yea
825215,17073,1,Yea
825215,17075,1,Yea
825215,17076,1,Yea
825215,17077,1,Yea
825215,17078,1,Yea
825215,17079,1,Yea
825215,17080,1,Yea
825215,17081,1,Yea
825215,17082,1,Yea
825215,17086,1,Yea
825215,17087,1,Yea
825215,17088,1,Yea
825215,17092,1,Yea
825215,17095,1,Yea
825215,17096,1,Yea
825215,17097,1,Yea
825215,17310,1,Yea
825215,17923,1,Yea
825215,17924,1,Yea
825215,17925,1,Yea
825215,18737,1,Yea
825215,18738,1,Yea
825215,18739,1,Yea
825215,18740,1,Yea
825215,18741,1,Yea
825215,18742,1,Yea
825215,18743,1,Yea
825215,18744,1,Yea
825215,18745,1,Yea
825215,18746,1,Yea
825215,18747,1,Yea
825215,18748,1,Yea
825215,18749,1,Yea
825215,18750,1,Yea
825215,18751,1,Yea
825215,18752,1,Yea
825215,18753,1,Yea
825215,18755,1,Yea
825215,18756,1,Yea
825215,18757,1,Yea
825215,18758,1,Yea
825215,18760,1,Yea
825215,18761,1,Yea
825215,18762,1,Yea
825215,18763,1,Yea
825215,18764,1,Yea
825215,18765,1,Yea
825215,18766,1,Yea
825215,18768,1,Yea
825215,18769,1,Yea
825215,18770,1,Yea
825215,19008,1,Yea
825215,19119,1,Yea
825215,19137,1,Yea
825215,19138,1,Yea
825215,19142,1,Yea
825215,19212,1,Yea
825215,19450,1,Yea
825215,19451,1,Yea
825215,19699,1,Yea
825215,20366,1,Yea
825215,20367,1,Yea
825215,20368,1,Yea
825215,20369,1,Yea
825215,20419,1,Yea
825215,20642,1,Yea
825215,20643,1,Yea
825215,20644,1,Yea
825215,20645,1,Yea
825215,20646,1,Yea
825215,20647,1,Yea
825215,20648,1,Yea
825215,20649,1,Yea
825215,20650,1,Yea
825215,20651,1,Yea
825215,20652,1,Yea
825215,20653,1,Yea
825215,20654,1,Yea
825215,20656,1,Yea
825215,20657,1,Yea
825215,20658,1,Yea
825215,20659,1,Yea
825215,20660,1,Yea
825215,20661,1,Yea
825215,20662,1,Yea
825215,20663,1,Yea
825215,20664,1,Yea
825215,20665,1,Yea
825215,20666,1,Yea
825215,20667,1,Yea
825215,20668,1,Yea
825215,20669,1,Yea
825215,20670,1,Yea
825215,20671,1,Yea
825215,20672,1,Yea
825215,20673,1,Yea
825215,20674,1,Yea
825215,20675,1,Yea
825215,20676,1,Yea
825215,21256,1,Yea
825215,21281,1,Yea
825215,21323,1,Yea
820407,17067,1,Yea
820407,17075,1,Yea
820407,17092,1,Yea
820407,18756,1,Yea
820407,18761,1,Yea
821587,17067,1,Yea
821587,17075,1,Yea
821587,17092,1,Yea
821587,18756,1,Yea
821587,18761,1,Yea
841162,2851,1,Yea
841162,17062,1,Yea
841162,17065,1,Yea
841162,17066,1,Yea
841162,17067,1,Yea
841162,17072,1,Yea
841162,17073,1,Yea
841162,17075,1,Yea
841162,17076,1,Yea
841162,17077,1,Yea
841162,17078,1,Yea
841162,17079,1,Yea
841162,17080,1,Yea
841162,17081,1,Yea
841162,17082,1,Yea
841162,17086,1,Yea
841162,17087,1,Yea
841162,17088,1,Yea
841162,17092,1,Yea
841162,17095,1,Yea
841162,17096,1,Yea
841162,17097,1,Yea
841162,17310,1,Yea
841162,17923,1,Yea
841162,17924,1,Yea
841162,17925,1,Yea
841162,18737,1,Yea
841162,18738,1,Yea
841162,18739,1,Yea
841162,18740,1,Yea
841162,18741,1,Yea
841162,18742,1,Yea
841162,18743,1,Yea
841162,18744,1,Yea
841162,18745,1,Yea
841162,18746,1,Yea
841162,18747,1,Yea
841162,18748,1,Yea
841162,18749,1,Yea
841162,18750,1,Yea
841162,18751,1,Yea
841162,18752,1,Yea
841162,18753,1,Yea
841162,18755,1,Yea
841162,18756,1,Yea
841162,18757,1,Yea
841162,18758,1,Yea
841162,18760,1,Yea
841162,18761,1,Yea
841162,18762,1,Yea
841162,18763,1,Yea
841162,18764,1,Yea
841162,18765,1,Yea
841162,18766,1,Yea
841162,18768,1,Yea
841162,18769,1,Yea
841162,18770,1,Yea
841162,19008,1,Yea
841162,19119,1,Yea
841162,19137,1,Yea
841162,19138,1,Yea
841162,19142,1,Yea
841162,19212,1,Yea
841162,19450,1,Yea
841162,19699,1,Yea
841162,20365,1,Yea
841162,20366,1,Yea
841162,20367,1,Yea
841162,20368,1,Yea
841162,20369,1,Yea
841162,20419,1,Yea
841162,20642,1,Yea
841162,20643,1,Yea
841162,20644,1,Yea
841162,20645,1,Yea
841162,20646,1,Yea
841162,20647,1,Yea
841162,20648,1,Yea
841162,20649,1,Yea
841162,20650,1,Yea
841162,20651,1,Yea
841162,20652,1,Yea
841162,20653,1,Yea
841162,20654,1,Yea
841162,20655,1,Yea
841162,20656,1,Yea
841162,20657,1,Yea
841162,20658,1,Yea
841162,20659,1,Yea
841162,20660,1,Yea
841162,20661,1,Yea
841162,20662,1,Yea
841162,20663,1,Yea
841162,20664,1,Yea
841162,20665,1,Yea
841162,20666,1,Yea
841162,20667,1,Yea
841162,20668,1,Yea
841162,20669,1,Yea
841162,20670,1,Yea
841162,20671,1,Yea
841162,20672,1,Yea
841162,20673,1,Yea
841162,20674,1,Yea
841162,20675,1,Yea
841162,20676,1,Yea
841162,21256,1,Yea
841162,21281,1,Yea
841162,21323,1,Yea
820554,17067,1,Yea
820554,17075,1,Yea
820554,17092,1,Yea
820554,18756,1,Yea
820554,18761,1,Yea
820555,17067,1,Yea
820555,17075,1,Yea
820555,17092,1,Yea
820555,18756,1,Yea
820555,18761,1,Yea
821757,17067,1,Yea
821757,17075,1,Yea
821757,17092,1,Yea
821757,18756,1,Yea
821757,18761,1,Yea
825301,2851,1,Yea
825301,17062,1,Yea
825301,17065,1,Yea
825301,17066,1,Yea
825301,17067,1,Yea
825301,17073,1,Yea
825301,17075,1,Yea
825301,17076,1,Yea
825301,17077,1,Yea
825301,17078,1,Yea
825301,17079,1,Yea
825301,17080,1,Yea
825301,17081,1,Yea
825301,17082,1,Yea
825301,17086,1,Yea
825301,17087,1,Yea
825301,17088,1,Yea
825301,17092,1,Yea
825301,17095,1,Yea
825301,17096,1,Yea
825301,17097,1,Yea
825301,17310,1,Yea
825301,17923,1,Yea
825301,17924,1,Yea
825301,17925,1,Yea
825301,18737,1,Yea
825301,18738,1,Yea
825301,18739,1,Yea
825301,18740,1,Yea
825301,18741,1,Yea
825301,18742,1,Yea
825301,18743,1,Yea
