bill_id,people_id,position
86852,2776,0
86853,2776,0
86854,2777,0
86855,2777,0
86856,2777,0
86857,2778,0
86858,2778,0
86859,2778,0
86860,2778,0
86861,2778,0
86862,2778,0
86863,2778,0
86864,2778,0
86865,2778,0
86866,2778,0
86867,2776,0
86868,2779,0
86869,2779,0
86870,2779,0
86871,2779,0
86872,2957,0
86873,2957,0
86874,2781,0
86875,2782,0
86876,2782,0
86877,2782,0
86878,2782,0
86879,2779,0
86880,2783,0
86881,2778,0
86881,2779,0
86881,2781,0
86881,2784,0
86881,2785,0
86881,2786,0
86881,2787,0
86881,2788,0
86881,2789,0
86881,2790,0
86881,2791,0
86881,2792,0
86881,2793,0
86881,2794,0
86881,2795,0
86881,2796,0
86881,2797,0
86881,2798,0
86881,2799,0
86881,2800,0
86881,2801,0
86881,2802,0
86882,2784,0
86883,2777,0
86884,2793,0
86885,2793,0
86886,2793,0
86887,2803,0
86888,2803,0
86889,2803,0
86890,2803,0
86891,2803,0
86892,2803,0
86893,2803,0
86894,2776,0
86894,2804,0
86894,2805,0
86894,2806,0
86894,2807,0
86894,2808,0
86894,2809,0
86894,2810,0
86894,2811,0
86895,2776,0
86895,2804,0
86895,2806,0
86895,2807,0
86895,2808,0
86895,2810,0
86895,2811,0
86896,2801,0
86897,2801,0
86898,2778,0
86898,2786,0
86898,2789,0
86898,2790,0
86898,2791,0
86898,2793,0
86898,2794,0
86898,2795,0
86898,2798,0
86898,2799,0
86898,2801,0
86898,2802,0
86898,2812,0
86898,2813,0
86898,2814,0
86898,2815,0
86898,2816,0
86898,2817,0
86898,2818,0
86898,2819,0
86898,2820,0
86898,2821,0
86899,2801,0
86900,2801,0
86901,2801,0
86902,2801,0
86903,2801,0
86904,2822,0
86905,2822,0
86906,2822,0
86907,2781,0
86907,2797,0
86907,2818,0
86907,2823,0
86907,2824,0
86907,2825,0
86907,2826,0
86907,2827,0
86907,2828,0
86907,2829,0
86907,2830,0
86908,2799,0
86909,2799,0
86910,2799,0
86911,2799,0
86912,2799,0
86913,2799,0
86914,2799,0
86915,2799,0
86916,2831,0
86917,2827,0
86918,2790,0
86919,2832,0
86920,2832,0
86921,2832,0
86922,2818,0
86923,2830,0
86924,2782,0
86925,2781,0
86926,2833,0
86927,2781,0
86928,2834,0
86929,2777,0
86930,2808,0
86931,2807,0
86931,2808,0
86931,2811,0
86931,2835,0
86932,2807,0
86932,2811,0
86932,2835,0
86933,2807,0
86933,2836,0
86934,2778,0
86934,2779,0
86934,2781,0
86934,2782,0
86934,2784,0
86934,2786,0
86934,2788,0
86934,2789,0
86934,2790,0
86934,2791,0
86934,2792,0
86934,2794,0
86934,2795,0
86934,2796,0
86934,2797,0
86934,2798,0
86934,2800,0
86934,2812,0
86934,2813,0
86934,2814,0
86934,2815,0
86934,2816,0
86934,2817,0
86934,2818,0
86934,2819,0
86934,2822,0
86934,2823,0
86934,2825,0
86934,2826,0
86934,2828,0
86934,2829,0
86934,2831,0
86934,2833,0
86934,2837,0
86934,2838,0
86934,2839,0
86934,2840,0
86934,2841,0
86934,2842,0
86934,2843,0
86934,2844,0
86934,2845,0
86934,2846,0
86934,2847,0
86934,2848,0
86934,2849,0
86934,2850,0
86934,2851,0
86935,2778,0
86935,2781,0
86935,2784,0
86935,2791,0
86935,2795,0
86935,2796,0
86935,2812,0
86935,2815,0
86935,2817,0
86935,2823,0
86935,2825,0
86935,2826,0
86935,2837,0
86935,2838,0
86935,2839,0
86935,2840,0
86935,2841,0
86935,2845,0
86936,2778,0
86936,2781,0
86936,2784,0
86936,2791,0
86936,2795,0
86936,2796,0
86936,2812,0
86936,2815,0
86936,2817,0
86936,2823,0
86936,2825,0
86936,2826,0
86936,2830,0
86936,2837,0
86936,2838,0
86936,2839,0
86936,2840,0
86936,2841,0
86936,2845,0
86937,2778,0
86937,2781,0
86937,2784,0
86937,2791,0
86937,2795,0
86937,2796,0
86937,2812,0
86937,2815,0
86937,2817,0
86937,2823,0
86937,2825,0
86937,2826,0
86937,2837,0
86937,2838,0
86937,2839,0
86937,2840,0
86937,2841,0
86937,2845,0
86938,2778,0
86938,2781,0
86938,2784,0
86938,2791,0
86938,2795,0
86938,2796,0
86938,2812,0
86938,2815,0
86938,2817,0
86938,2823,0
86938,2825,0
86938,2826,0
86938,2837,0
86938,2838,0
86938,2839,0
86938,2840,0
86938,2841,0
86938,2845,0
86939,2778,0
86939,2781,0
86939,2784,0
86939,2791,0
86939,2795,0
86939,2796,0
86939,2812,0
86939,2815,0
86939,2817,0
86939,2822,0
86939,2823,0
86939,2825,0
86939,2826,0
86939,2837,0
86939,2838,0
86939,2839,0
86939,2840,0
86939,2841,0
86939,2845,0
86940,2778,0
86940,2781,0
86940,2784,0
86940,2791,0
86940,2795,0
86940,2796,0
86940,2812,0
86940,2815,0
86940,2817,0
86940,2823,0
86940,2825,0
86940,2826,0
86940,2837,0
86940,2838,0
86940,2839,0
86940,2840,0
86940,2841,0
86940,2845,0
86940,2852,0
86941,2778,0
86941,2781,0
86941,2784,0
86941,2791,0
86941,2795,0
86941,2796,0
86941,2812,0
86941,2815,0
86941,2817,0
86941,2823,0
86941,2825,0
86941,2826,0
86941,2833,0
86941,2837,0
86941,2838,0
86941,2839,0
86941,2840,0
86941,2841,0
86941,2845,0
86942,2778,0
86942,2781,0
86942,2784,0
86942,2791,0
86942,2792,0
86942,2795,0
86942,2796,0
86942,2812,0
86942,2815,0
86942,2817,0
86942,2823,0
86942,2825,0
86942,2826,0
86942,2837,0
86942,2838,0
86942,2839,0
86942,2840,0
86942,2841,0
86942,2845,0
86943,2778,0
86943,2781,0
86943,2784,0
86943,2786,0
86943,2791,0
86943,2795,0
86943,2796,0
86943,2812,0
86943,2815,0
86943,2817,0
86943,2823,0
86943,2825,0
86943,2826,0
86943,2837,0
86943,2838,0
86943,2839,0
86943,2840,0
86943,2841,0
86943,2845,0
86944,2778,0
86944,2781,0
86944,2784,0
86944,2791,0
86944,2795,0
86944,2796,0
86944,2801,0
86944,2812,0
86944,2815,0
86944,2817,0
86944,2823,0
86944,2825,0
86944,2826,0
86944,2837,0
86944,2838,0
86944,2839,0
86944,2840,0
86944,2841,0
86944,2845,0
86945,2778,0
86945,2781,0
86945,2784,0
86945,2791,0
86945,2795,0
86945,2796,0
86945,2812,0
86945,2815,0
86945,2817,0
86945,2823,0
86945,2825,0
86945,2826,0
86945,2837,0
86945,2838,0
86945,2839,0
86945,2840,0
86945,2841,0
86945,2845,0
86946,2779,0
86947,2779,0
86948,2853,0
86949,2776,0
86949,2777,0
86949,2778,0
86949,2779,0
86949,2781,0
86949,2784,0
86949,2785,0
86949,2787,0
86949,2789,0
86949,2790,0
86949,2792,0
86949,2793,0
86949,2794,0
86949,2795,0
86949,2796,0
86949,2798,0
86949,2799,0
86949,2800,0
86949,2801,0
86949,2802,0
86949,2803,0
86949,2805,0
86949,2809,0
86949,2811,0
86949,2812,0
86949,2816,0
86949,2817,0
86949,2818,0
86949,2819,0
86949,2820,0
86949,2823,0
86949,2824,0
86949,2827,0
86949,2828,0
86949,2829,0
86949,2831,0
86949,2837,0
86949,2838,0
86949,2839,0
86949,2844,0
86949,2845,0
86949,2847,0
86949,2851,0
86949,2853,0
86949,2854,0
86949,2856,0
86949,2859,0
86949,2863,0
86949,2864,0
86949,2866,0
86949,2869,0
86949,2873,0
86949,2876,0
86949,2877,0
86949,2881,0
86949,2883,0
86949,2957,0
86950,2785,0
86950,2803,0
86950,2818,0
86950,2820,0
86950,2834,0
86950,2836,0
86950,2851,0
86950,2854,0
86951,2785,0
86951,2786,0
86951,2803,0
86951,2818,0
86951,2820,0
86951,2834,0
86951,2836,0
86951,2851,0
86951,2854,0
86952,2777,0
86952,2778,0
86952,2781,0
86952,2784,0
86952,2785,0
86952,2786,0
86952,2787,0
86952,2788,0
86952,2789,0
86952,2790,0
86952,2791,0
86952,2792,0
86952,2793,0
86952,2794,0
86952,2795,0
86952,2798,0
86952,2799,0
86952,2800,0
86952,2802,0
86952,2803,0
86952,2804,0
86952,2805,0
86952,2808,0
86952,2809,0
86952,2810,0
86952,2811,0
86952,2817,0
86952,2818,0
86952,2819,0
86952,2820,0
86952,2821,0
86952,2823,0
86952,2827,0
86952,2828,0
86952,2829,0
86952,2830,0
86952,2832,0
86952,2836,0
86952,2837,0
86952,2839,0
86952,2845,0
86952,2846,0
86952,2847,0
