bill_id,people_id,position
676499,2809,4
676499,2811,5
676499,2857,3
676499,2864,8
676499,2874,9
676499,10642,2
676499,10848,7
676499,10849,6
676499,11464,1
676546,2809,4
676546,2811,5
676546,2857,3
676546,2864,7
676546,2874,8
676546,10642,2
676546,10849,6
676546,11464,1
676594,2809,4
676594,2811,5
676594,2857,3
676594,2864,8
676594,2874,9
676594,10642,2
676594,10848,7
676594,10849,6
676594,11464,1
676641,10822,1
676689,2809,4
676689,2811,5
676689,2857,3
676689,2864,7
676689,2874,8
676689,10642,2
676689,10849,6
676689,11464,1
678275,11185,1
678275,14536,2
678384,11185,1
678384,14536,2
678494,11185,1
678494,14536,2
678596,11185,1
678596,14536,2
678700,2809,4
678700,2811,5
678700,2857,3
678700,2864,8
678700,2874,9
678700,10642,2
678700,10848,7
678700,10849,6
678700,11464,1
678808,11185,1
678808,14536,2
678908,11185,1
678908,14536,2
681347,14523,1
681368,16057,1
681392,10822,1
681418,14523,1
681443,14523,1
681467,14527,1
681491,10854,1
681518,10825,3
681518,10853,1
681518,11190,2
681545,10855,1
681569,14523,1
681594,14527,1
681619,14527,1
681643,14527,1
681671,10822,1
681695,14527,1
681723,11190,1
681747,10822,1
681771,2826,44
681771,10822,21
681771,10825,43
681771,10829,57
681771,10834,42
681771,10835,23
681771,10837,50
681771,10852,38
681771,10853,26
681771,10855,10
681771,10856,15
681771,11167,5
681771,11169,8
681771,11174,17
681771,11177,24
681771,11179,27
681771,11181,30
681771,11189,41
681771,11192,47
681771,11196,51
681771,13924,19
681771,13925,18
681771,14516,2
681771,14517,4
681771,14519,11
681771,14522,25
681771,14524,28
681771,14525,29
681771,14527,1
681771,14529,31
681771,14530,32
681771,14534,45
681771,14536,49
681771,14538,53
681771,14539,56
681771,14540,58
681771,17015,3
681771,17062,6
681771,17066,7
681771,17069,9
681771,17072,13
681771,17073,14
681771,17074,16
681771,17076,20
681771,17077,22
681771,17080,33
681771,17082,34
681771,17083,35
681771,17086,36
681771,17088,39
681771,17089,40
681771,17091,46
681771,17092,48
681771,17093,52
681771,17096,54
681771,17097,55
681771,17309,12
681771,17385,37
681795,10853,3
681795,13925,4
681795,17014,2
681795,17015,1
681825,10855,1
681850,10822,1
681874,10846,1
681899,14527,1
681926,10854,1
681950,16057,1
681978,10822,1
681978,11189,2
682002,11185,1
682027,10825,43
682027,10826,27
682027,10829,56
682027,10834,42
682027,10835,20
682027,10837,49
682027,10840,12
682027,10843,40
682027,10845,37
682027,10846,25
682027,10852,38
682027,10853,23
682027,10854,1
682027,10855,8
682027,10856,16
682027,11167,4
682027,11174,18
682027,11177,21
682027,11180,26
682027,11181,31
682027,11189,41
682027,11191,46
682027,11192,47
682027,11196,50
682027,14519,9
682027,14520,10
682027,14522,22
682027,14524,28
682027,14525,29
682027,14527,30
682027,14529,32
682027,14530,33
682027,14537,54
682027,14538,55
682027,17014,3
682027,17015,2
682027,17062,5
682027,17068,6
682027,17069,7
682027,17071,13
682027,17072,14
682027,17073,15
682027,17074,17
682027,17075,19
682027,17079,24
682027,17080,34
682027,17083,35
682027,17084,36
682027,17088,39
682027,17090,44
682027,17091,45
682027,17092,48
682027,17093,51
682027,17094,52
682027,17095,53
682027,17309,11
682052,14523,1
682075,14523,1
682102,11179,1
682129,14527,1
682153,10822,1
682177,14523,1
682202,14523,1
682227,10854,1
682251,14523,1
685256,2957,1
685270,2866,1
685282,2790,10
685282,2794,18
685282,2809,16
685282,2811,21
685282,2821,37
685282,2832,30
685282,2834,24
685282,2851,36
685282,2855,4
685282,2857,11
685282,2859,13
685282,2862,1
685282,2864,28
685282,2865,31
685282,2866,32
685282,2874,35
685282,2884,27
685282,2950,25
685282,2957,19
685282,10642,5
685282,10833,38
685282,10848,26
685282,10849,23
685282,10851,33
685282,11166,2
685282,11458,29
685282,11459,17
685282,11460,8
685282,11461,6
685282,11464,22
685282,11465,7
