roll_call_id,people_id,vote,vote_desc
384363,2784,1,Yea
384363,2789,1,Yea
384363,2808,1,Yea
384363,2826,1,Yea
384363,2856,1,Yea
384363,10822,1,Yea
384363,10823,1,Yea
384363,10824,1,Yea
384363,10825,1,Yea
384363,10826,1,Yea
384363,10829,1,Yea
384363,10832,1,Yea
384363,10834,1,Yea
384363,10835,1,Yea
384363,10836,1,Yea
384363,10837,1,Yea
384363,10839,1,Yea
384363,10840,1,Yea
384363,10842,1,Yea
384363,10843,1,Yea
384363,10845,1,Yea
384363,10846,1,Yea
384363,10852,1,Yea
384363,10853,1,Yea
384363,10854,1,Yea
384363,10855,1,Yea
384363,10856,1,Yea
384363,11167,1,Yea
384363,11169,1,Yea
384363,11170,1,Yea
384363,11174,1,Yea
384363,11177,1,Yea
384363,11179,1,Yea
384363,11180,1,Yea
384363,11181,1,Yea
384363,11182,1,Yea
384363,11183,1,Yea
384363,11185,1,Yea
384363,11189,1,Yea
384363,11190,1,Yea
384363,11191,1,Yea
384363,11192,1,Yea
384363,11193,1,Yea
384363,11196,1,Yea
384363,13924,1,Yea
384363,13925,1,Yea
384363,14516,1,Yea
384363,14517,1,Yea
384363,14518,1,Yea
384363,14519,1,Yea
384363,14520,1,Yea
384363,14521,1,Yea
384363,14522,1,Yea
384363,14523,1,Yea
384363,14524,1,Yea
384363,14525,1,Yea
384363,14527,1,Yea
384363,14529,1,Yea
384363,14530,1,Yea
384363,14531,1,Yea
384363,14532,1,Yea
384363,14533,1,Yea
384363,14534,1,Yea
384363,14535,1,Yea
384363,14536,1,Yea
384363,14537,1,Yea
384363,14538,1,Yea
384363,14539,1,Yea
384363,14540,1,Yea
384363,16057,1,Yea
384363,17014,1,Yea
384363,17015,1,Yea
384363,17061,1,Yea
384363,17062,1,Yea
384363,17063,1,Yea
384363,17064,1,Yea
384363,17065,1,Yea
384363,17066,1,Yea
384363,17067,1,Yea
384363,17068,1,Yea
384363,17069,1,Yea
384363,17070,1,Yea
384363,17071,1,Yea
384363,17072,1,Yea
384363,17073,1,Yea
384363,17074,1,Yea
384363,17075,1,Yea
384363,17076,1,Yea
384363,17077,1,Yea
384363,17078,1,Yea
384363,17079,1,Yea
384363,17080,1,Yea
384363,17081,1,Yea
384363,17082,1,Yea
384363,17083,1,Yea
384363,17084,1,Yea
384363,17085,1,Yea
384363,17086,1,Yea
384363,17087,1,Yea
384363,17088,1,Yea
384363,17089,1,Yea
384363,17090,1,Yea
384363,17091,1,Yea
384363,17092,1,Yea
384363,17093,1,Yea
384363,17094,1,Yea
384363,17095,1,Yea
384363,17096,1,Yea
384363,17097,1,Yea
384318,2784,1,Yea
384318,2789,1,Yea
384318,2808,1,Yea
384318,2826,1,Yea
384318,2856,1,Yea
384318,10822,1,Yea
384318,10823,1,Yea
384318,10824,1,Yea
384318,10825,1,Yea
384318,10826,1,Yea
384318,10829,1,Yea
384318,10832,1,Yea
384318,10834,1,Yea
384318,10835,1,Yea
384318,10836,1,Yea
384318,10837,1,Yea
384318,10839,1,Yea
384318,10840,1,Yea
384318,10842,1,Yea
384318,10843,1,Yea
384318,10845,1,Yea
384318,10846,1,Yea
384318,10852,1,Yea
384318,10853,1,Yea
384318,10854,1,Yea
384318,10855,1,Yea
384318,10856,1,Yea
384318,11167,1,Yea
384318,11169,1,Yea
384318,11170,1,Yea
384318,11174,1,Yea
384318,11177,1,Yea
384318,11179,1,Yea
384318,11180,1,Yea
384318,11181,1,Yea
384318,11182,1,Yea
384318,11183,1,Yea
384318,11185,1,Yea
384318,11189,1,Yea
384318,11190,1,Yea
384318,11191,1,Yea
384318,11192,1,Yea
384318,11193,1,Yea
384318,11196,1,Yea
384318,13924,1,Yea
384318,13925,1,Yea
384318,14516,1,Yea
384318,14517,1,Yea
384318,14518,1,Yea
384318,14519,1,Yea
384318,14520,1,Yea
384318,14521,1,Yea
384318,14522,1,Yea
384318,14523,1,Yea
384318,14524,1,Yea
384318,14525,1,Yea
384318,14527,1,Yea
384318,14529,1,Yea
384318,14530,1,Yea
384318,14531,1,Yea
384318,14532,1,Yea
384318,14533,1,Yea
384318,14534,1,Yea
384318,14535,1,Yea
384318,14536,1,Yea
384318,14537,1,Yea
384318,14538,1,Yea
384318,14539,1,Yea
384318,14540,1,Yea
384318,16057,1,Yea
384318,17014,1,Yea
384318,17015,1,Yea
384318,17061,1,Yea
384318,17062,1,Yea
384318,17063,1,Yea
384318,17064,1,Yea
384318,17065,1,Yea
384318,17066,1,Yea
384318,17067,1,Yea
384318,17068,1,Yea
384318,17069,1,Yea
384318,17070,1,Yea
384318,17071,1,Yea
384318,17072,1,Yea
384318,17073,1,Yea
384318,17074,1,Yea
384318,17075,1,Yea
384318,17076,1,Yea
384318,17077,1,Yea
384318,17078,1,Yea
384318,17079,1,Yea
384318,17080,1,Yea
384318,17081,1,Yea
384318,17082,1,Yea
384318,17083,1,Yea
384318,17084,1,Yea
384318,17085,1,Yea
384318,17086,1,Yea
384318,17087,1,Yea
384318,17088,1,Yea
384318,17089,1,Yea
384318,17090,1,Yea
384318,17091,1,Yea
384318,17092,1,Yea
384318,17093,1,Yea
384318,17094,1,Yea
384318,17095,1,Yea
384318,17096,1,Yea
384318,17097,1,Yea
393795,10829,1,Yea
393795,10837,1,Yea
393795,10854,1,Yea
393795,11169,1,Yea
393795,14522,1,Yea
393795,17062,1,Yea
393795,17065,1,Yea
393795,17074,1,Yea
393795,17078,1,Yea
393795,17084,1,Yea
393795,17096,1,Yea
477727,10835,1,Yea
477727,10840,1,Yea
477727,11177,1,Yea
477727,11196,1,Yea
477727,17081,1,Yea
477727,17091,1,Yea
477727,17095,1,Yea
477727,17310,1,Yea
480695,2826,1,Yea
480695,10822,1,Yea
480695,10823,1,Yea
480695,10824,1,Yea
480695,10825,1,Yea
480695,10826,1,Yea
480695,10829,1,Yea
480695,10832,1,Yea
480695,10834,1,Yea
480695,10835,1,Yea
480695,10836,1,Yea
480695,10837,1,Yea
480695,10839,1,Yea
480695,10840,1,Yea
480695,10842,1,Yea
480695,10843,1,Yea
480695,10845,1,Yea
480695,10846,1,Yea
480695,10852,1,Yea
480695,10853,1,Yea
480695,10854,1,Yea
480695,10855,1,Yea
480695,10856,1,Yea
480695,11167,1,Yea
480695,11169,1,Yea
480695,11174,1,Yea
480695,11177,1,Yea
480695,11179,1,Yea
480695,11180,1,Yea
480695,11181,1,Yea
480695,11182,1,Yea
480695,11183,1,Yea
480695,11185,1,Yea
480695,11189,1,Yea
480695,11190,1,Yea
480695,11191,1,Yea
480695,11192,1,Yea
480695,11193,1,Yea
480695,11196,1,Yea
480695,11197,1,Yea
480695,13924,1,Yea
480695,13925,1,Yea
480695,14516,1,Yea
480695,14517,1,Yea
480695,14518,1,Yea
480695,14519,1,Yea
480695,14520,1,Yea
480695,14521,1,Yea
480695,14522,1,Yea
480695,14523,1,Yea
480695,14524,1,Yea
480695,14525,1,Yea
480695,14527,1,Yea
480695,14529,1,Yea
480695,14530,1,Yea
480695,14531,1,Yea
480695,14532,1,Yea
480695,14533,1,Yea
480695,14534,1,Yea
480695,14535,1,Yea
480695,14536,1,Yea
480695,14537,1,Yea
480695,14538,1,Yea
480695,14539,1,Yea
480695,14540,1,Yea
480695,17014,1,Yea
480695,17015,1,Yea
480695,17061,1,Yea
480695,17062,1,Yea
480695,17063,1,Yea
480695,17064,1,Yea
480695,17065,1,Yea
480695,17066,1,Yea
480695,17067,1,Yea
480695,17069,1,Yea
480695,17071,1,Yea
480695,17072,1,Yea
480695,17073,1,Yea
480695,17074,1,Yea
480695,17075,1,Yea
480695,17076,1,Yea
480695,17077,1,Yea
480695,17078,1,Yea
480695,17079,1,Yea
480695,17080,1,Yea
480695,17081,1,Yea
480695,17082,1,Yea
480695,17083,1,Yea
480695,17084,1,Yea
480695,17085,1,Yea
480695,17086,1,Yea
480695,17087,1,Yea
480695,17088,1,Yea
480695,17089,1,Yea
480695,17090,1,Yea
480695,17091,1,Yea
480695,17092,1,Yea
480695,17093,1,Yea
480695,17094,1,Yea
480695,17095,1,Yea
480695,17096,1,Yea
480695,17097,1,Yea
480695,17309,1,Yea
480695,17310,1,Yea
480695,17385,1,Yea
548144,2794,1,Yea
548144,2884,1,Yea
548144,2957,1,Yea
548144,11460,1,Yea
548144,11461,1,Yea
562390,2790,1,Yea
562390,2794,1,Yea
562390,2809,1,Yea
562390,2811,1,Yea
562390,2821,1,Yea
562390,2832,1,Yea
562390,2834,1,Yea
562390,2851,1,Yea
562390,2855,1,Yea
562390,2857,1,Yea
562390,2859,1,Yea
562390,2862,1,Yea
562390,2864,1,Yea
562390,2865,1,Yea
562390,2866,1,Yea
562390,2874,1,Yea
562390,2884,1,Yea
562390,2950,1,Yea
562390,2957,1,Yea
562390,10642,1,Yea
562390,10833,1,Yea
562390,10848,1,Yea
562390,10849,1,Yea
562390,10851,1,Yea
562390,11166,1,Yea
562390,11458,1,Yea
562390,11459,1,Yea
562390,11460,1,Yea
562390,11461,1,Yea
562390,11464,1,Yea
562390,11465,1,Yea
562390,11466,1,Yea
562390,11467,1,Yea
562390,11468,1,Yea
562390,11469,1,Yea
562390,14526,1,Yea
562390,17213,1,Yea
397499,10822,1,Yea
397499,11177,1,Yea
397499,14522,1,Yea
397499,17064,1,Yea
397499,17068,1,Yea
397499,17076,1,Yea
397499,17083,1,Yea
397499,17096,1,Yea
413326,10823,1,Yea
413326,10825,1,Yea
413326,10826,1,Yea
413326,10852,1,Yea
413326,10855,1,Yea
413326,10856,1,Yea
413326,11167,1,Yea
413326,11196,1,Yea
413326,14520,1,Yea
413326,14529,1,Yea
413326,14530,1,Yea
413326,17067,1,Yea
413326,17068,1,Yea
413326,17072,1,Yea
413326,17090,1,Yea
413326,17092,1,Yea
413326,17095,1,Yea
420850,2826,1,Yea
420850,10822,1,Yea
420850,10823,1,Yea
420850,10824,1,Yea
420850,10825,1,Yea
420850,10826,1,Yea
420850,10829,1,Yea
420850,10832,1,Yea
420850,10834,1,Yea
420850,10835,1,Yea
420850,10836,1,Yea
420850,10837,1,Yea
420850,10839,1,Yea
420850,10840,1,Yea
420850,10842,1,Yea
420850,10843,1,Yea
420850,10845,1,Yea
420850,10846,1,Yea
420850,10852,1,Yea
420850,10853,1,Yea
420850,10854,1,Yea
420850,10855,1,Yea
420850,10856,1,Yea
420850,11167,1,Yea
420850,11169,1,Yea
420850,11170,1,Yea
420850,11174,1,Yea
420850,11177,1,Yea
420850,11179,2,Nay
420850,11180,1,Yea
420850,11181,1,Yea
420850,11182,1,Yea
420850,11183,1,Yea
420850,11185,1,Yea
420850,11189,1,Yea
420850,11190,1,Yea
420850,11191,1,Yea
420850,11192,1,Yea
420850,11193,1,Yea
420850,11196,1,Yea
420850,11197,1,Yea
420850,13924,1,Yea
420850,13925,1,Yea
420850,14516,1,Yea
420850,14517,1,Yea
420850,14518,1,Yea
420850,14519,1,Yea
420850,14520,1,Yea
420850,14521,1,Yea
420850,14522,1,Yea
420850,14523,1,Yea
420850,14524,1,Yea
420850,14525,1,Yea
420850,14527,1,Yea
420850,14529,1,Yea
420850,14530,1,Yea
420850,14531,1,Yea
420850,14532,1,Yea
420850,14533,1,Yea
420850,14534,2,Nay
420850,14535,1,Yea
420850,14536,1,Yea
420850,14537,1,Yea
420850,14538,1,Yea
420850,14539,1,Yea
420850,14540,1,Yea
420850,16057,1,Yea
420850,17014,1,Yea
420850,17015,1,Yea
420850,17061,1,Yea
420850,17062,1,Yea
420850,17063,1,Yea
420850,17064,2,Nay
420850,17065,1,Yea
420850,17066,1,Yea
420850,17067,1,Yea
420850,17068,1,Yea
420850,17069,1,Yea
420850,17070,1,Yea
420850,17071,1,Yea
420850,17072,1,Yea
420850,17073,1,Yea
420850,17074,1,Yea
420850,17075,1,Yea
420850,17076,1,Yea
420850,17077,1,Yea
